class,subset,output_file,original_file,n_out,n_org,emd
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0554.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0554.off,502,484,0.39324131248019145
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0555.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0555.off,18338,17732,0.28581236671573634
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0556.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0556.off,14172,13704,0.3131519535420996
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0557.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0557.off,7932,7668,0.37420201361623884
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0558.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0558.off,3713,3590,0.3692015701303043
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0559.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0559.off,2875,2779,0.33598192918483605
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0560.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0560.off,11610,11226,0.2889257806390758
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0561.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0561.off,2131,2059,0.3447748365226617
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0562.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0562.off,30373,29371,0.39736285424620577
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0563.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0563.off,2096,2024,0.2797442614564823
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0564.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0564.off,792,765,0.38760123769025834
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0565.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0565.off,7294,7051,0.3506082117775537
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0566.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0566.off,7841,7580,0.30654171505970174
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0567.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0567.off,6257,6050,0.336520156259591
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0568.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0568.off,13156,12721,0.29612248977300526
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0569.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0569.off,16996,16435,0.3160529835832212
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0570.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0570.off,4759,4600,0.3067390494341517
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0571.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0571.off,15804,15282,0.30345537393478983
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0572.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0572.off,293,281,0.3386670271619628
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0573.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0573.off,4413,4266,0.37560303645292664
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0574.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0574.off,11870,11477,0.3037550020203428
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0575.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0575.off,12863,12437,0.2886531914532856
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0576.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0576.off,1012,976,0.3168406976920297
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0577.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0577.off,45984,44466,0.30045472059750633
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0578.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0578.off,69411,67122,0.2876461868731317
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0579.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0579.off,2229,2154,0.3026236925120186
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0580.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0580.off,2060,1991,0.29884401932446053
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0581.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0581.off,844,814,0.3938160143672377
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0582.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0582.off,719,695,0.33492781178263364
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0583.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0583.off,9755,9431,0.274326143803817
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0584.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0584.off,5943,5745,0.30449254237654133
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0585.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0585.off,8071,7804,0.2896972553249726
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0586.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0586.off,25016,24191,0.32754170263191007
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0587.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0587.off,694,670,0.3243726567764517
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0588.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0588.off,1260,1218,0.28504127392998346
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0589.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0589.off,2975,2876,0.3553903155219531
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0590.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0590.off,662,638,0.295143384168401
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0591.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0591.off,4882,4720,0.2498617908481951
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0592.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0592.off,9556,9238,0.30126365214323825
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0593.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0593.off,1949,1883,0.4001837284375299
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0594.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0594.off,26380,25510,0.33872939163010435
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0595.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0595.off,249,240,0.41989386654612537
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0596.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0596.off,2921,2822,0.30912542141271604
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0597.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0597.off,312,300,0.46904135935205316
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0598.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0598.off,27691,26776,0.3089234560550468
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0599.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0599.off,2220,2145,0.4052230801647236
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0600.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0600.off,2629,2542,0.31844065704756086
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0601.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0601.off,504,486,0.34452384228816657
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0602.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0602.off,3683,3560,0.2975988656628563
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0603.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0603.off,601,580,0.2924268643469923
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0604.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0604.off,470,452,0.5168770829274618
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0605.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0605.off,186,177,0.4379472526340576
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0606.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0606.off,6251,6044,0.3140316898630399
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0607.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0607.off,654,630,0.40550169673548553
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0608.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0608.off,468,450,0.3563901405589333
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0609.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0609.off,4288,4144,0.281965180402014
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0610.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0610.off,5341,5164,0.2843756084902136
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0611.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0611.off,1783,1723,0.299387467307476
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0612.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0612.off,4961,4796,0.30108671775791945
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0613.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0613.off,398,383,0.38254796679338543
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0614.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0614.off,54967,53152,0.2875344552420316
bed,encrypted,D:\Year 3\chaos_theory_implementation\output\bed\encrypted_bed_0615.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\bed\test\bed_0615.off,1774,1714,0.33036820120580407
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0890.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0890.off,1658,1658,0.06329020223771664
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0891.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0891.off,14396,14396,0.05413966015642638
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0892.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0892.off,3318,3318,0.07279391512666471
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0893.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0893.off,4182,4182,0.06343547901409047
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0894.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0894.off,181214,181214,0.06773851389465714
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0895.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0895.off,1814,1814,0.09131384737378055
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0896.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0896.off,712,712,0.059181584120051686
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0897.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0897.off,754,754,0.06433354354170862
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0898.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0898.off,16986,16986,0.0870591018179773
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0899.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0899.off,5100,5100,0.08679628988515226
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0900.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0900.off,6207,6207,0.06565197552080804
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0901.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0901.off,4814,4814,0.07435200863187746
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0902.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0902.off,3435,3435,0.07357178016523509
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0903.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0903.off,8630,8630,0.06414299948689234
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0904.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0904.off,3952,3952,0.07726595687720714
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0905.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0905.off,28195,28195,0.0692627021644815
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0906.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0906.off,10846,10846,0.0420442131470654
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0907.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0907.off,2481,2481,0.061170278612789244
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0908.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0908.off,368,368,0.05396426075819699
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0909.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0909.off,3310,3310,0.048205525860892454
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0910.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0910.off,6313,6313,0.05498931547720079
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0911.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0911.off,30188,30188,0.05261398912045117
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0912.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0912.off,7672,7672,0.06661071321398744
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0913.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0913.off,868,868,0.04121004326827235
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0914.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0914.off,2600,2600,0.07296381562965672
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0915.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0915.off,15219,15219,0.06914344674773827
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0916.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0916.off,6405,6405,0.049975561413582684
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0917.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0917.off,34391,34391,0.06249091372220996
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0918.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0918.off,1372,1372,0.019522882737826004
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0919.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0919.off,2988,2988,0.06144476901236347
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0920.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0920.off,5761,5761,0.059798497982638865
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0921.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0921.off,4394,4394,0.057214943063394016
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0922.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0922.off,4864,4864,0.04113694304673943
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0923.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0923.off,2428,2428,0.04543311247192304
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0924.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0924.off,6970,6970,0.05995059792312181
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0925.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0925.off,174,174,0.029507368463135158
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0926.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0926.off,3471,3471,0.061284320049092164
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0927.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0927.off,1583,1583,0.044026124734692876
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0928.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0928.off,6677,6677,0.07684510800037897
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0929.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0929.off,6673,6673,0.06328143316830062
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0930.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0930.off,12863,12863,0.07484611209774046
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0931.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0931.off,6491,6491,0.07432016701791966
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0932.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0932.off,12629,12629,0.07058115466424086
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0933.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0933.off,84008,84008,0.04502094524160816
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0934.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0934.off,6434,6434,0.06663341455667812
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0935.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0935.off,13264,13264,0.09762184350479355
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0936.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0936.off,3217,3217,0.06556672667079612
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0937.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0937.off,64887,64887,0.08669852610025852
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0938.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0938.off,33240,33240,0.060275281438883464
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0939.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0939.off,660,660,0.049631583900724044
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0940.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0940.off,2932,2932,0.04575538777566021
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0941.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0941.off,11068,11068,0.07557776410325873
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0942.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0942.off,408,408,0.03958720863741628
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0943.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0943.off,91025,91025,0.08310506958364333
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0944.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0944.off,39056,39056,0.08117658324110252
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0945.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0945.off,6400,6400,0.0554555385764747
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0946.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0946.off,1373,1373,0.06330990533275783
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0947.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0947.off,17717,17717,0.06915529989795381
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0948.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0948.off,218,218,0.04742061502506814
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0949.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0949.off,44986,44986,0.06184521105408078
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0950.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0950.off,256,256,0.042051183486456145
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0951.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0951.off,544,544,0.05647504316514068
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0952.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0952.off,3755,3755,0.06656258687999923
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0953.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0953.off,2313,2313,0.060054453521951906
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0954.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0954.off,10199,10199,0.06058751803100412
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0955.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0955.off,30188,30188,0.05462577040064752
chair,decrypted,D:\Year 3\chaos_theory_implementation\output\chair\decrypted_chair_0956.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\chair\test\chair_0956.off,10272,10272,0.08022810026953509
