class,subset,output_file,original_file,n_out,n_org,emd
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0221.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0221.off,348,336,0.29395179130041516
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0222.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0222.off,21462,20754,0.32261850719026247
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0223.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0223.off,2605,2518,0.4501505541557207
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0224.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0224.off,1489,1438,0.31631448972437115
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0225.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0225.off,7602,7350,0.2462110084164012
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0226.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0226.off,11051,10685,0.3158911495815657
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0227.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0227.off,900,870,0.2813862749830228
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0228.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0228.off,1660,1603,0.2656391306142891
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0229.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0229.off,4023,3888,0.280950132940892
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0230.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0230.off,7194,6954,0.33039581920295
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0231.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0231.off,496,478,0.27975253824035995
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0232.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0232.off,265,256,0.30399882033712994
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0233.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0233.off,13551,13104,0.3174094217751261
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0234.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0234.off,3036,2934,0.27890883248916654
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0235.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0235.off,20146,19480,0.30780577318396796
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0236.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0236.off,115489,111679,0.4063615547392142
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0237.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0237.off,7493,7244,0.27403335643987126
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0238.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0238.off,1484,1433,0.2545135154234225
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0239.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0239.off,460,442,0.39874199856506226
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0240.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0240.off,41067,39711,0.27480479830244164
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0241.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0241.off,1193,1151,0.37020348869626385
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0242.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0242.off,1598,1544,0.32179251269269604
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0243.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0243.off,2782,2689,0.30218428877343445
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0244.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0244.off,2903,2807,0.29965330541556123
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0245.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0245.off,15034,14536,0.235989196721545
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0246.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0246.off,522,504,0.27586495365576963
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0247.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0247.off,670,646,0.2929332356904156
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0248.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0248.off,828,798,0.31133055264108556
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0249.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0249.off,4162,4024,0.3021934129423625
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0250.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0250.off,2130,2058,0.3552479280358888
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0251.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0251.off,1312,1267,0.34653079783024454
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0252.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0252.off,4609,4456,0.3025648243386244
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0253.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0253.off,716,692,0.26380022540700426
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0254.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0254.off,991,958,0.2991409479596451
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0255.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0255.off,154,148,0.3403577229240189
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0256.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0256.off,5383,5203,0.3549277576514376
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0257.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0257.off,3229,3121,0.23155291067334183
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0258.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0258.off,522,504,0.3114510646604647
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0259.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0259.off,9178,8875,0.34488711692694884
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0260.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0260.off,1503,1452,0.25400769693667347
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0261.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0261.off,14390,13913,0.2580251314583987
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0262.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0262.off,969,936,0.2751093541814909
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0263.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0263.off,504,486,0.2823640249541991
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0264.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0264.off,486,468,0.3057258458063229
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0265.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0265.off,59190,57237,0.31287216072861634
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0266.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0266.off,403,388,0.2976930312932561
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0267.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0267.off,1242,1200,0.31048798037480374
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0268.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0268.off,74300,71849,0.257905859565802
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0269.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0269.off,1598,1544,0.26665713015882836
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0270.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0270.off,3163,3058,0.27755361425356984
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0271.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0271.off,7252,7012,0.3583654158773474
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0272.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0272.off,961,928,0.3006790361397061
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0273.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0273.off,706,682,0.2539362679444912
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0274.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0274.off,18508,17896,0.308186843822733
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0275.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0275.off,352,340,0.3943195913476441
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0276.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0276.off,14209,13738,0.29481240061410235
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0277.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0277.off,6444,6231,0.2560639589192594
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0278.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0278.off,29005,28048,0.3706522814499935
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0279.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0279.off,2146,2074,0.30832748953441513
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0280.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0280.off,1486,1435,0.25741921244046545
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0281.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0281.off,276,264,0.3844226864200875
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0282.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0282.off,1047,1011,0.2952178340578692
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0283.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0283.off,150,144,0.309742290232193
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0284.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0284.off,1165,1126,0.30473859944327664
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0285.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0285.off,121820,117800,0.2682243057888657
dresser,encrypted,D:\Year 3\chaos_theory_implementation\output\dresser\encrypted_dresser_0286.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\dresser\test\dresser_0286.off,14845,14353,0.34954951998389827
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0466.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0466.off,255,255,0.030823335752281696
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0467.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0467.off,5782,5782,0.02766757974866513
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0468.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0468.off,244,244,0.03555551199726999
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0469.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0469.off,4732,4732,0.06972966548963389
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0470.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0470.off,8191,8191,0.06765110560841309
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0471.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0471.off,14738,14738,0.05206827627567846
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0472.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0472.off,1515,1515,0.06153737205068718
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0473.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0473.off,10820,10820,0.05671018107800895
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0474.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0474.off,2748,2748,0.04507604805024938
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0475.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0475.off,570,570,0.050739114371257464
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0476.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0476.off,2145,2145,0.056693887299821236
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0477.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0477.off,1157,1157,0.048437097104842376
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0478.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0478.off,696,696,0.07103444110100879
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0479.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0479.off,1651,1651,0.050394710292178645
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0480.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0480.off,720,720,0.05259820074282262
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0481.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0481.off,2819,2819,0.043827756871322454
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0482.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0482.off,1010,1010,0.06406353760797262
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0483.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0483.off,1523,1523,0.046070651182510164
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0484.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0484.off,3594,3594,0.06407681769900693
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0485.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0485.off,306,306,0.030290524496914557
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0486.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0486.off,580,580,0.04737089353686443
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0487.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0487.off,1670,1670,0.04402652105878677
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0488.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0488.off,6135,6135,0.0653093264159148
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0489.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0489.off,2527,2527,0.05863447710083591
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0490.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0490.off,2198,2198,0.05898790414171364
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0491.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0491.off,628,628,0.0435266778757034
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0492.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0492.off,1098,1098,0.04690411568525209
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0493.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0493.off,4811,4811,0.04461870250756429
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0494.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0494.off,8288,8288,0.04867007904518611
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0495.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0495.off,2017,2017,0.04759261592251188
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0496.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0496.off,452,452,0.0586544468713656
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0497.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0497.off,2652,2652,0.05634822351994081
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0498.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0498.off,985,985,0.051157268120367805
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0499.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0499.off,9306,9306,0.04119637795452132
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0500.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0500.off,7127,7127,0.04818106219265168
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0501.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0501.off,2249,2249,0.035446830958116377
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0502.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0502.off,1190,1190,0.051213593387785854
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0503.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0503.off,7972,7972,0.06047956762406771
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0504.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0504.off,35612,35612,0.043871238640469455
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0505.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0505.off,1462,1462,0.054361485296023894
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0506.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0506.off,14600,14600,0.06102411804769947
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0507.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0507.off,2637,2637,0.04215455726998201
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0508.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0508.off,17270,17270,0.05315811677816062
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0509.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0509.off,10989,10989,0.05669525719617108
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0510.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0510.off,2852,2852,0.023395645829827255
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0511.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0511.off,2149,2149,0.032093979070247095
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0512.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0512.off,1438,1438,0.06569921129121623
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0513.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0513.off,3483,3483,0.04940667355352815
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0514.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0514.off,1412,1412,0.03951826398656708
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0515.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0515.off,1110,1110,0.04888098079438878
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0516.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0516.off,156,156,0.028466237006745655
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0517.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0517.off,1304,1304,0.06160413885386083
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0518.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0518.off,2738,2738,0.04992779059297776
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0519.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0519.off,8001,8001,0.045168503505119875
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0520.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0520.off,573,573,0.058768806757611584
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0521.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0521.off,3144,3144,0.06808134179863748
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0522.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0522.off,663,663,0.05901168583246423
monitor,decrypted,D:\Year 3\chaos_theory_implementation\output\monitor\decrypted_monitor_0523.off,D:\Year 3\chaos_theory_implementation\data\ModelNet10\ModelNet10\monitor\test\monitor_0523.off,3363,3363,0.049160583536692996
